2009-11-20 09:31:39 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [CORE/cake/libs/debugger.php, line 557]
2009-12-10 02:27:42 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:27:42 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:27:42 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:27:54 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:27:54 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:27:56 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:27:57 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:27:57 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:27:57 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:28:59 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:28:59 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:29:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:29:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:29:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:29:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:29:05 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:29:05 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:29:08 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:29:08 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:29:08 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:29:08 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:29:21 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:29:21 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:29:23 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:29:23 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:29:28 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:29:28 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:30:01 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:30:01 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:30:01 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:30:01 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 02:30:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 02:30:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 03:01:48 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 03:01:48 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 03:01:48 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 03:01:48 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 03:01:51 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 03:01:51 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 03:02:00 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 03:02:00 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 03:02:00 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 03:02:00 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 03:56:30 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 03:56:30 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 03:56:30 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 03:56:30 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 04:07:00 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 04:07:00 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 04:07:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 04:07:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 04:07:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 04:07:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 10:50:41 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 10:50:41 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:01:51 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:01:51 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:15:05 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:15:05 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:26:32 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:26:32 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:30:23 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:30:23 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:30:32 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:30:32 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:30:32 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:30:32 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:30:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:30:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:30:35 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:30:35 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:30:38 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:30:38 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 11:30:38 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 11:30:38 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:31:27 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:31:27 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:31:27 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:31:27 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:33:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:33:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:33:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:33:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:49:02 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:49:02 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:49:02 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:49:02 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:49:04 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:49:04 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:49:06 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:49:06 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:52:16 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:52:16 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:52:16 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:52:16 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:52:18 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:52:18 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:53:18 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:53:18 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:53:27 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:53:27 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:53:27 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:53:27 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:53:30 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:53:30 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:53:58 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:53:58 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:53:58 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:53:58 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:54:00 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:54:00 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:54:20 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:54:20 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:54:20 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:54:20 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:54:22 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:54:22 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:55:30 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:55:30 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 13:56:03 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 13:56:03 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:00:58 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:00:58 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:01:01 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:01:01 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:01:08 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:01:08 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:01:11 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:01:11 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:01:41 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:01:41 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:01:41 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:01:41 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:01:44 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:01:44 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:01:46 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:01:46 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:01:46 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:01:46 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:10 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:10 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:10 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:10 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:13 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:13 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:24 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:24 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:34 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:34 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:34 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:34 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:36 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:36 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:41 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:41 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:49 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:49 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
2009-12-10 14:12:49 Notice: Notice (8): Undefined variable: list in [APP/views/elements/menu.ctp, line 6]
2009-12-10 14:12:49 Notice: Notice (8): Undefined variable: create in [APP/views/elements/menu.ctp, line 7]
